Tanggal,Pintu Masuk,Jumlah Kunjungan
2015-01-01,Ahmad Yani,
2015-01-01,Sultan Syarif Kasim II,2606.0
2015-01-01,Sultan Iskandar Muda,
2015-01-01,Supadio,
2015-01-01,Hasanuddin,906.0
2015-01-01,Sultan Badaruddin II,
2015-01-01,B. Pintu Laut,155981.0
2015-01-01,Ngurah Rai,288755.0
2015-01-01,Pintu Udara Lainnya,1256.0
2015-01-01,Minangkabau,2744.0
2015-01-01,C. Pintu Darat,1265.0
2015-01-01,A. Pintu Udara,514693.0
2015-01-01,Tanjung Pinang,5774.0
2015-01-01,Tanjung Balai Karimun,6636.0
2015-01-01,Tanjung Benoa,
2015-01-01,Tanjung Mas,
2015-01-01,Pintu Laut Lainnya,8340.0
2015-01-01,Jayapura,
2015-01-01,Tanjung Uban,20753.0
2015-01-01,Batam,114478.0
2015-01-01,Aruk,
2015-01-01,Nanga Badau,
2015-01-01,Pintu Darat Lainnya,
2015-01-01,Jumlah (A+B+C),671939.0
2015-01-01,Lainnya,52759.0
2015-01-01,Total,724698.0
2015-01-01,Entikong,1265.0
2015-01-01,Atambua,
2015-02-01,B. Pintu Laut,172490.0
2015-02-01,Ngurah Rai,333072.0
2015-02-01,Soekarno-Hatta,170741.0
2015-02-01,Juanda,14003.0
2015-02-01,Kualanamu,18082.0
2015-02-01,Husein Sastranegara,13008.0
2015-02-01,Adi Sucipto,5379.0
2015-02-01,Sultan Syarif Kasim II,2043.0
2015-02-01,A. Pintu Udara,569113.0
2015-02-01,Minangkabau,2876.0
2015-02-01,Sultan Iskandar Muda,
2015-02-01,Ahmad Yani,
2015-02-01,Supadio,
2015-02-01,Hasanuddin,931.0
2015-02-01,Pintu Udara Lainnya,1256.0
2015-02-01,Bandara Int. Lombok,4348.0
2015-02-01,Sultan Badaruddin II,
2015-02-01,Batam,119642.0
2015-02-01,Atambua,
2015-02-01,Sam Ratulangi,3374.0
2015-02-01,Tanjung Uban,28977.0
2015-02-01,Tanjung Pinang,8023.0
2015-02-01,Tanjung Balai Karimun,8866.0
2015-02-01,Tanjung Benoa,
2015-02-01,Pintu Laut Lainnya,6982.0
2015-02-01,C. Pintu Darat,1873.0
2015-02-01,Tanjung Mas,
2015-02-01,Nanga Badau,
2015-02-01,Entikong,1873.0
2015-02-01,Aruk,
2015-02-01,Pintu Darat Lainnya,
2015-02-01,Jumlah (A+B+C),743476.0
2015-02-01,Lainnya,50804.0
2015-02-01,Total,794280.0
2015-02-01,Jayapura,
2015-03-01,Adi Sucipto,5799.0
2015-03-01,Ngurah Rai,294758.0
2015-03-01,Soekarno-Hatta,203019.0
2015-03-01,Juanda,16338.0
2015-03-01,Kualanamu,17491.0
2015-03-01,Husein Sastranegara,15130.0
2015-03-01,Bandara Int. Lombok,6004.0
2015-03-01,Sultan Badaruddin II,
2015-03-01,Pintu Udara Lainnya,1256.0
2015-03-01,Minangkabau,3690.0
2015-03-01,Sultan Syarif Kasim II,2300.0
2015-03-01,Sultan Iskandar Muda,
2015-03-01,Ahmad Yani,
2015-03-01,Supadio,
2015-03-01,Hasanuddin,1178.0
2015-03-01,A. Pintu Udara,568134.0
2015-03-01,Sam Ratulangi,1171.0
2015-03-01,C. Pintu Darat,2440.0
2015-03-01,Atambua,
2015-03-01,Tanjung Uban,23722.0
2015-03-01,Tanjung Pinang,8053.0
2015-03-01,Tanjung Balai Karimun,8747.0
2015-03-01,Tanjung Benoa,
2015-03-01,Tanjung Mas,
2015-03-01,Pintu Laut Lainnya,4456.0
2015-03-01,Jayapura,
2015-03-01,B. Pintu Laut,168997.0
2015-03-01,Entikong,2440.0
2015-03-01,Aruk,
2015-03-01,Batam,124019.0
2015-03-01,Pintu Darat Lainnya,
2015-03-01,Jumlah (A+B+C),739571.0
2015-03-01,Lainnya,52983.0
2015-03-01,Total,792554.0
2015-03-01,Nanga Badau,
2015-04-01,Ngurah Rai,309888.0
2015-04-01,Soekarno-Hatta,159873.0
2015-04-01,Juanda,16063.0
2015-04-01,Kualanamu,15167.0
2015-04-01,Husein Sastranegara,16884.0
2015-04-01,Adi Sucipto,5871.0
2015-04-01,Pintu Udara Lainnya,1256.0
2015-04-01,Sultan Iskandar Muda,
2015-04-01,Minangkabau,3106.0
2015-04-01,Sultan Syarif Kasim II,2112.0
2015-04-01,Ahmad Yani,
2015-04-01,Supadio,
2015-04-01,Hasanuddin,929.0
2015-04-01,Bandara Int. Lombok,5725.0
2015-04-01,A. Pintu Udara,537918.0
2015-04-01,Sam Ratulangi,1044.0
2015-04-01,Sultan Badaruddin II,
2015-04-01,Total,750964.0
2015-04-01,B. Pintu Laut,169374.0
2015-04-01,Tanjung Pinang,7477.0
2015-04-01,Tanjung Balai Karimun,8343.0
2015-04-01,Tanjung Benoa,
2015-04-01,Tanjung Mas,
2015-04-01,Pintu Laut Lainnya,5527.0
2015-04-01,C. Pintu Darat,1491.0
2015-04-01,Aruk,
2015-04-01,Tanjung Uban,22211.0
2015-04-01,Entikong,1491.0
2015-04-01,Nanga Badau,
2015-04-01,Pintu Darat Lainnya,
2015-04-01,Jumlah (A+B+C),708783.0
2015-04-01,Lainnya,42181.0
2015-04-01,Batam,125816.0
2015-04-01,Jayapura,
2015-04-01,Atambua,
2015-05-01,A. Pintu Udara,553773.0
2015-05-01,Ngurah Rai,287141.0
2015-05-01,Soekarno-Hatta,189307.0
2015-05-01,Juanda,17355.0
2015-05-01,Husein Sastranegara,18902.0
2015-05-01,Adi Sucipto,8152.0
2015-05-01,Kualanamu,17558.0
2015-05-01,Sultan Iskandar Muda,
2015-05-01,Minangkabau,3975.0
2015-05-01,Sultan Syarif Kasim II,2503.0
2015-05-01,Ahmad Yani,
2015-05-01,Supadio,
2015-05-01,Hasanuddin,900.0
2015-05-01,Bandara Int. Lombok,5713.0
2015-05-01,Pintu Udara Lainnya,1256.0
2015-05-01,Sam Ratulangi,1011.0
2015-05-01,Sultan Badaruddin II,
2015-05-01,B. Pintu Laut,195528.0
2015-05-01,Total,794392.0
2015-05-01,Tanjung Pinang,7772.0
2015-05-01,Tanjung Balai Karimun,9468.0
2015-05-01,Tanjung Benoa,
2015-05-01,Tanjung Mas,
2015-05-01,Pintu Laut Lainnya,5342.0
2015-05-01,C. Pintu Darat,2424.0
2015-05-01,Aruk,
2015-05-01,Tanjung Uban,24026.0
2015-05-01,Entikong,2424.0
2015-05-01,Nanga Badau,
2015-05-01,Pintu Darat Lainnya,
2015-05-01,Jumlah (A+B+C),751725.0
2015-05-01,Lainnya,42667.0
2015-05-01,Batam,148920.0
2015-05-01,Jayapura,
2015-05-01,Atambua,
2015-06-01,Ngurah Rai,357712.0
2015-06-01,Soekarno-Hatta,174319.0
2015-06-01,Juanda,15004.0
2015-06-01,Kualanamu,15479.0
2015-06-01,Husein Sastranegara,15314.0
2015-06-01,Adi Sucipto,5710.0
2015-06-01,Pintu Udara Lainnya,1256.0
2015-06-01,Sultan Iskandar Muda,
2015-06-01,Minangkabau,3008.0
2015-06-01,Sultan Syarif Kasim II,1954.0
2015-06-01,Ahmad Yani,
2015-06-01,Supadio,
2015-06-01,Hasanuddin,906.0
2015-06-01,Bandara Int. Lombok,4410.0
2015-06-01,A. Pintu Udara,596079.0
2015-06-01,Sam Ratulangi,1007.0
2015-06-01,Sultan Badaruddin II,
2015-06-01,Total,815217.0
2015-06-01,B. Pintu Laut,180225.0
2015-06-01,Tanjung Uban,27247.0
2015-06-01,Tanjung Pinang,7735.0
2015-06-01,Tanjung Balai Karimun,7797.0
2015-06-01,Tanjung Benoa,
2015-06-01,Tanjung Mas,
2015-06-01,C. Pintu Darat,1662.0
2015-06-01,Batam,132569.0
2015-06-01,Pintu Laut Lainnya,4877.0
2015-06-01,Entikong,1662.0
2015-06-01,Aruk,
2015-06-01,Nanga Badau,
2015-06-01,Pintu Darat Lainnya,
2015-06-01,Jumlah (A+B+C),777966.0
2015-06-01,Lainnya,37251.0
2015-06-01,Jayapura,
2015-06-01,Atambua,
2015-07-01,A. Pintu Udara,617198.0
2015-07-01,Ngurah Rai,381890.0
2015-07-01,Soekarno-Hatta,175347.0
2015-07-01,Juanda,17134.0
2015-07-01,Kualanamu,15879.0
2015-07-01,Husein Sastranegara,6619.0
2015-07-01,Adi Sucipto,4852.0
2015-07-01,Sultan Syarif Kasim II,2660.0
2015-07-01,Sam Ratulangi,2089.0
2015-07-01,Minangkabau,2962.0
2015-07-01,Sultan Iskandar Muda,
2015-07-01,Ahmad Yani,
2015-07-01,Supadio,
2015-07-01,Hasanuddin,1194.0
2015-07-01,Sultan Badaruddin II,
2015-07-01,Pintu Udara Lainnya,1256.0
2015-07-01,Total,815493.0
2015-07-01,Bandara Int. Lombok,5316.0
2015-07-01,Jayapura,
2015-07-01,Tanjung Uban,28181.0
2015-07-01,Tanjung Pinang,6521.0
2015-07-01,Tanjung Balai Karimun,7339.0
2015-07-01,Tanjung Benoa,
2015-07-01,Tanjung Mas,
2015-07-01,Pintu Laut Lainnya,3951.0
2015-07-01,C. Pintu Darat,2573.0
2015-07-01,B. Pintu Laut,155923.0
2015-07-01,Atambua,
2015-07-01,Entikong,2573.0
2015-07-01,Nanga Badau,
2015-07-01,Pintu Darat Lainnya,
2015-07-01,Jumlah (A+B+C),775694.0
2015-07-01,Lainnya,39799.0
2015-07-01,Batam,109931.0
2015-07-01,Aruk,
2015-08-01,A. Pintu Udara,622058.0
2015-08-01,Ngurah Rai,298638.0
2015-08-01,Soekarno-Hatta,252914.0
2015-08-01,Juanda,18311.0
2015-08-01,Husein Sastranegara,10323.0
2015-08-01,Adi Sucipto,6502.0
2015-08-01,Kualanamu,16490.0
2015-08-01,Sultan Iskandar Muda,
2015-08-01,Minangkabau,3685.0
2015-08-01,Sultan Syarif Kasim II,2488.0
2015-08-01,Ahmad Yani,
2015-08-01,Supadio,
2015-08-01,Hasanuddin,1115.0
2015-08-01,Bandara Int. Lombok,8089.0
2015-08-01,Pintu Udara Lainnya,1256.0
2015-08-01,Sam Ratulangi,2247.0
2015-08-01,Sultan Badaruddin II,
2015-08-01,B. Pintu Laut,189359.0
2015-08-01,Total,853186.0
2015-08-01,Tanjung Pinang,7941.0
2015-08-01,Tanjung Balai Karimun,7511.0
2015-08-01,Tanjung Benoa,
2015-08-01,Tanjung Mas,
2015-08-01,Pintu Laut Lainnya,5174.0
2015-08-01,C. Pintu Darat,1710.0
2015-08-01,Aruk,
2015-08-01,Tanjung Uban,34193.0
2015-08-01,Entikong,1710.0
2015-08-01,Nanga Badau,
2015-08-01,Pintu Darat Lainnya,
2015-08-01,Jumlah (A+B+C),813127.0
2015-08-01,Lainnya,40059.0
2015-08-01,Batam,134540.0
2015-08-01,Jayapura,
2015-08-01,Atambua,
2015-09-01,A. Pintu Udara,661105.0
2015-09-01,Ngurah Rai,379397.0
2015-09-01,Soekarno-Hatta,212706.0
2015-09-01,Juanda,18167.0
2015-09-01,Kualanamu,14857.0
2015-09-01,Husein Sastranegara,10531.0
2015-09-01,Adi Sucipto,8479.0
2015-09-01,Sultan Syarif Kasim II,1752.0
2015-09-01,Sam Ratulangi,1410.0
2015-09-01,Minangkabau,3767.0
2015-09-01,Sultan Iskandar Muda,
2015-09-01,Ahmad Yani,
2015-09-01,Supadio,
2015-09-01,Hasanuddin,1343.0
2015-09-01,Sultan Badaruddin II,
2015-09-01,Pintu Udara Lainnya,1256.0
2015-09-01,Jayapura,
2015-09-01,Bandara Int. Lombok,7440.0
2015-09-01,Total,870139.0
2015-09-01,Pintu Laut Lainnya,4515.0
2015-09-01,Tanjung Uban,24337.0
2015-09-01,Tanjung Pinang,7095.0
2015-09-01,Tanjung Balai Karimun,6876.0
2015-09-01,Tanjung Benoa,
2015-09-01,Tanjung Mas,
2015-09-01,C. Pintu Darat,1693.0
2015-09-01,B. Pintu Laut,159912.0
2015-09-01,Atambua,
2015-09-01,Entikong,1693.0
2015-09-01,Aruk,
2015-09-01,Nanga Badau,
2015-09-01,Pintu Darat Lainnya,
2015-09-01,Jumlah (A+B+C),822710.0
2015-09-01,Lainnya,47429.0
2015-09-01,Batam,117089.0
2015-10-01,Ngurah Rai,366759.0
2015-10-01,Soekarno-Hatta,197487.0
2015-10-01,Juanda,15798.0
2015-10-01,Kualanamu,14160.0
2015-10-01,Husein Sastranegara,10722.0
2015-10-01,Adi Sucipto,7442.0
2015-10-01,Bandara Int. Lombok,7419.0
2015-10-01,Sultan Iskandar Muda,
2015-10-01,Minangkabau,3349.0
2015-10-01,Sultan Syarif Kasim II,462.0
2015-10-01,Ahmad Yani,
2015-10-01,Supadio,
2015-10-01,Hasanuddin,961.0
2015-10-01,Sultan Badaruddin II,
2015-10-01,Pintu Udara Lainnya,1256.0
2015-10-01,A. Pintu Udara,627112.0
2015-10-01,B. Pintu Laut,161844.0
2015-10-01,Sam Ratulangi,1297.0
2015-10-01,Atambua,
2015-10-01,Tanjung Pinang,6233.0
2015-10-01,Tanjung Balai Karimun,7674.0
2015-10-01,Tanjung Benoa,
2015-10-01,Tanjung Mas,
2015-10-01,Pintu Laut Lainnya,4854.0
2015-10-01,C. Pintu Darat,1455.0
2015-10-01,Jayapura,
2015-10-01,Batam,123750.0
2015-10-01,Entikong,1455.0
2015-10-01,Aruk,
2015-10-01,Pintu Darat Lainnya,
2015-10-01,Jumlah (A+B+C),790411.0
2015-10-01,Lainnya,36034.0
2015-10-01,Total,826445.0
2015-10-01,Tanjung Uban,19333.0
2015-10-01,Nanga Badau,
2015-11-01,A. Pintu Udara,553965.0
2015-11-01,Ngurah Rai,262180.0
2015-11-01,Soekarno-Hatta,216517.0
2015-11-01,Juanda,20449.0
2015-11-01,B. Pintu Laut,166239.0
2015-11-01,Husein Sastranegara,14858.0
2015-11-01,Adi Sucipto,8568.0
2015-11-01,Sultan Iskandar Muda,
2015-11-01,Minangkabau,4353.0
2015-11-01,Sultan Syarif Kasim II,2211.0
2015-11-01,Ahmad Yani,
2015-11-01,Supadio,
2015-11-01,Hasanuddin,1465.0
2015-11-01,Sultan Badaruddin II,
2015-11-01,Pintu Udara Lainnya,1256.0
2015-11-01,Kualanamu,16203.0
2015-11-01,Bandara Int. Lombok,4477.0
2015-11-01,Sam Ratulangi,1428.0
2015-11-01,Jayapura,
2015-11-01,Batam,124983.0
2015-11-01,Tanjung Pinang,7589.0
2015-11-01,Tanjung Balai Karimun,7515.0
2015-11-01,Tanjung Benoa,
2015-11-01,Tanjung Mas,
2015-11-01,C. Pintu Darat,2513.0
2015-11-01,Total,777624.0
2015-11-01,Pintu Laut Lainnya,5763.0
2015-11-01,Atambua,
2015-11-01,Entikong,2513.0
2015-11-01,Nanga Badau,
2015-11-01,Pintu Darat Lainnya,
2015-11-01,Jumlah (A+B+C),722717.0
2015-11-01,Lainnya,54907.0
2015-11-01,Tanjung Uban,20389.0
2015-11-01,Aruk,
2015-12-01,Husein Sastranegara,16983.0
2015-12-01,A. Pintu Udara,632243.0
2015-12-01,Ngurah Rai,363780.0
2015-12-01,Soekarno-Hatta,186299.0
2015-12-01,Juanda,16863.0
2015-12-01,Kualanamu,19166.0
2015-12-01,Adi Sucipto,9910.0
2015-12-01,Lainnya,51272.0
2015-12-01,Minangkabau,4815.0
2015-12-01,Sultan Syarif Kasim II,2286.0
2015-12-01,Sultan Iskandar Muda,
2015-12-01,Ahmad Yani,
2015-12-01,Supadio,
2015-12-01,Hasanuddin,1263.0
2015-12-01,Pintu Udara Lainnya,1256.0
2015-12-01,Bandara Int. Lombok,8483.0
2015-12-01,Sultan Badaruddin II,
2015-12-01,Total,913680.0
2015-12-01,B. Pintu Laut,226412.0
2015-12-01,Tanjung Uban,30641.0
2015-12-01,Tanjung Pinang,10966.0
2015-12-01,Tanjung Balai Karimun,9894.0
2015-12-01,Tanjung Benoa,
2015-12-01,Tanjung Mas,
2015-12-01,Pintu Laut Lainnya,4830.0
2015-12-01,Jumlah (A+B+C),862408.0
2015-12-01,Sam Ratulangi,1139.0
2015-12-01,Atambua,
2015-12-01,Entikong,3753.0
2015-12-01,Aruk,
2015-12-01,Nanga Badau,
2015-12-01,Pintu Darat Lainnya,
2015-12-01,Batam,170081.0
2015-12-01,C. Pintu Darat,3753.0
2015-12-01,Jayapura,
2016-01-01,Soekarno-Hatta,153503.0
2016-01-01,Juanda,11674.0
2016-01-01,Kualanamu,10080.0
2016-01-01,Husein Sastranegara,10964.0
2016-01-01,Adi Sucipto,6415.0
2016-01-01,Bandara Int. Lombok,5162.0
2016-01-01,Sam Ratulangi,625.0
2016-01-01,Ahmad Yani,
2016-01-01,Sultan Syarif Kasim II,1523.0
2016-01-01,Sultan Iskandar Muda,
2016-01-01,Supadio,
2016-01-01,Hasanuddin,755.0
2016-01-01,Sultan Badaruddin II,
2016-01-01,Minangkabau,3378.0
2016-01-01,B. Pintu Laut,148144.0
2016-01-01,Ngurah Rai,343663.0
2016-01-01,Pintu Udara Lainnya,1121.0
2016-01-01,C. Pintu Darat,36791.0
2016-01-01,Batam,108888.0
2016-01-01,Tanjung Pinang,5971.0
2016-01-01,Tanjung Balai Karimun,6735.0
2016-01-01,Tanjung Benoa,
2016-01-01,Tanjung Mas,
2016-01-01,Pintu Laut Lainnya,5066.0
2016-01-01,Jayapura,
2016-01-01,Tanjung Uban,21484.0
2016-01-01,A. Pintu Udara,548863.0
2016-01-01,Aruk,
2016-01-01,Nanga Badau,
2016-01-01,Pintu Darat Lainnya,35741.0
2016-01-01,Jumlah (A+B+C),733798.0
2016-01-01,Lainnya,80505.0
2016-01-01,Total,814303.0
2016-01-01,Entikong,1050.0
2016-01-01,Atambua,
2016-02-01,Ngurah Rai,367024.0
2016-02-01,Soekarno-Hatta,164317.0
2016-02-01,Juanda,14955.0
2016-02-01,Kualanamu,14851.0
2016-02-01,Husein Sastranegara,8402.0
2016-02-01,Adi Sucipto,7899.0
2016-02-01,Bandara Int. Lombok,6184.0
2016-02-01,Sultan Iskandar Muda,
2016-02-01,Minangkabau,3892.0
2016-02-01,Sultan Syarif Kasim II,1912.0
2016-02-01,Ahmad Yani,
2016-02-01,Supadio,
2016-02-01,Hasanuddin,876.0
2016-02-01,Sultan Badaruddin II,
2016-02-01,B. Pintu Laut,172209.0
2016-02-01,A. Pintu Udara,592968.0
2016-02-01,Pintu Udara Lainnya,1121.0
2016-02-01,Sam Ratulangi,1535.0
2016-02-01,Batam,120351.0
2016-02-01,Tanjung Pinang,8407.0
2016-02-01,Tanjung Balai Karimun,8985.0
2016-02-01,Tanjung Benoa,
2016-02-01,Tanjung Mas,
2016-02-01,Pintu Laut Lainnya,6824.0
2016-02-01,C. Pintu Darat,38740.0
2016-02-01,Jayapura,
2016-02-01,Tanjung Uban,27642.0
2016-02-01,Entikong,2307.0
2016-02-01,Aruk,
2016-02-01,Pintu Darat Lainnya,36433.0
2016-02-01,Jumlah (A+B+C),803917.0
2016-02-01,Lainnya,83758.0
2016-02-01,Total,887675.0
2016-02-01,Atambua,
2016-02-01,Nanga Badau,
2016-03-01,Soekarno-Hatta,202669.0
2016-03-01,Juanda,17894.0
2016-03-01,Kualanamu,15730.0
2016-03-01,Husein Sastranegara,15828.0
2016-03-01,Adi Sucipto,6805.0
2016-03-01,Bandara Int. Lombok,7356.0
2016-03-01,A. Pintu Udara,631176.0
2016-03-01,Sultan Iskandar Muda,
2016-03-01,Minangkabau,4428.0
2016-03-01,Sultan Syarif Kasim II,2090.0
2016-03-01,Ahmad Yani,
2016-03-01,Supadio,
2016-03-01,Hasanuddin,1180.0
2016-03-01,Sam Ratulangi,1297.0
2016-03-01,Ngurah Rai,354778.0
2016-03-01,Pintu Udara Lainnya,1121.0
2016-03-01,Sultan Badaruddin II,
2016-03-01,C. Pintu Darat,30704.0
2016-03-01,B. Pintu Laut,172770.0
2016-03-01,Tanjung Pinang,8656.0
2016-03-01,Tanjung Balai Karimun,7820.0
2016-03-01,Tanjung Benoa,
2016-03-01,Tanjung Mas,
2016-03-01,Pintu Laut Lainnya,5393.0
2016-03-01,Jayapura,
2016-03-01,Nanga Badau,
2016-03-01,Tanjung Uban,25577.0
2016-03-01,Aruk,
2016-03-01,Batam,125324.0
2016-03-01,Pintu Darat Lainnya,28767.0
2016-03-01,Jumlah (A+B+C),834650.0
2016-03-01,Lainnya,80134.0
2016-03-01,Total,914784.0
2016-03-01,Atambua,
2016-03-01,Entikong,1937.0
2016-04-01,A. Pintu Udara,640094.0
2016-04-01,Ngurah Rai,367370.0
2016-04-01,Soekarno-Hatta,188369.0
2016-04-01,Juanda,18186.0
2016-04-01,Kualanamu,13280.0
2016-04-01,Husein Sastranegara,30806.0
2016-04-01,Adi Sucipto,7223.0
2016-04-01,Sultan Syarif Kasim II,1786.0
2016-04-01,Sam Ratulangi,1427.0
2016-04-01,Minangkabau,4063.0
2016-04-01,Sultan Iskandar Muda,
2016-04-01,Ahmad Yani,
2016-04-01,Supadio,
2016-04-01,Hasanuddin,1056.0
2016-04-01,Sultan Badaruddin II,
2016-04-01,Pintu Udara Lainnya,1121.0
2016-04-01,Total,901113.0
2016-04-01,Bandara Int. Lombok,5407.0
2016-04-01,Jayapura,
2016-04-01,Tanjung Uban,23018.0
2016-04-01,Tanjung Pinang,8042.0
2016-04-01,Tanjung Balai Karimun,8201.0
2016-04-01,Tanjung Benoa,
2016-04-01,Tanjung Mas,
2016-04-01,Pintu Laut Lainnya,4897.0
2016-04-01,C. Pintu Darat,23577.0
2016-04-01,B. Pintu Laut,169731.0
2016-04-01,Atambua,
2016-04-01,Entikong,1426.0
2016-04-01,Nanga Badau,
2016-04-01,Pintu Darat Lainnya,22151.0
2016-04-01,Jumlah (A+B+C),833402.0
2016-04-01,Lainnya,67711.0
2016-04-01,Batam,125573.0
2016-04-01,Aruk,
2016-05-01,A. Pintu Udara,661824.0
2016-05-01,Ngurah Rai,394443.0
2016-05-01,Soekarno-Hatta,187545.0
2016-05-01,Juanda,18386.0
2016-05-01,Husein Sastranegara,16699.0
2016-05-01,Adi Sucipto,10919.0
2016-05-01,Kualanamu,15515.0
2016-05-01,Sultan Iskandar Muda,
2016-05-01,Minangkabau,4854.0
2016-05-01,Sultan Syarif Kasim II,2494.0
2016-05-01,Ahmad Yani,
2016-05-01,Supadio,
2016-05-01,Hasanuddin,1196.0
2016-05-01,Bandara Int. Lombok,7634.0
2016-05-01,Pintu Udara Lainnya,1121.0
2016-05-01,Sam Ratulangi,1018.0
2016-05-01,Sultan Badaruddin II,
2016-05-01,B. Pintu Laut,177581.0
2016-05-01,Total,914934.0
2016-05-01,Tanjung Pinang,8162.0
2016-05-01,Tanjung Balai Karimun,8466.0
2016-05-01,Tanjung Benoa,
2016-05-01,Tanjung Mas,
2016-05-01,Pintu Laut Lainnya,5205.0
2016-05-01,C. Pintu Darat,21022.0
2016-05-01,Aruk,
2016-05-01,Tanjung Uban,23338.0
2016-05-01,Entikong,2046.0
2016-05-01,Nanga Badau,
2016-05-01,Pintu Darat Lainnya,18976.0
2016-05-01,Jumlah (A+B+C),860427.0
2016-05-01,Lainnya,54507.0
2016-05-01,Batam,132410.0
2016-05-01,Jayapura,
2016-05-01,Atambua,
2016-06-01,A. Pintu Udara,611469.0
2016-06-01,Ngurah Rai,405686.0
2016-06-01,Soekarno-Hatta,150956.0
2016-06-01,Juanda,14755.0
2016-06-01,Kualanamu,12746.0
2016-06-01,Husein Sastranegara,8881.0
2016-06-01,Adi Sucipto,6853.0
2016-06-01,Sultan Syarif Kasim II,1751.0
2016-06-01,Sam Ratulangi,1295.0
2016-06-01,Minangkabau,2104.0
2016-06-01,Sultan Iskandar Muda,
2016-06-01,Ahmad Yani,
2016-06-01,Supadio,
2016-06-01,Hasanuddin,869.0
2016-06-01,Sultan Badaruddin II,
2016-06-01,Pintu Udara Lainnya,1121.0
2016-06-01,Total,857390.0
2016-06-01,Bandara Int. Lombok,4452.0
2016-06-01,Jayapura,
2016-06-01,Pintu Laut Lainnya,5061.0
2016-06-01,Tanjung Uban,31465.0
2016-06-01,Tanjung Pinang,7930.0
2016-06-01,Tanjung Balai Karimun,5201.0
2016-06-01,Tanjung Benoa,
2016-06-01,Tanjung Mas,
2016-06-01,C. Pintu Darat,22609.0
2016-06-01,B. Pintu Laut,170910.0
2016-06-01,Atambua,
2016-06-01,Entikong,1515.0
2016-06-01,Aruk,
2016-06-01,Nanga Badau,
2016-06-01,Pintu Darat Lainnya,21094.0
2016-06-01,Jumlah (A+B+C),804988.0
2016-06-01,Lainnya,52402.0
2016-06-01,Batam,121253.0
2016-07-01,A. Pintu Udara,785275.0
2016-07-01,Ngurah Rai,482201.0
2016-07-01,Soekarno-Hatta,217452.0
2016-07-01,Juanda,20424.0
2016-07-01,Kualanamu,17999.0
2016-07-01,Husein Sastranegara,9453.0
2016-07-01,Adi Sucipto,11177.0
2016-07-01,Sultan Syarif Kasim II,2654.0
2016-07-01,Sam Ratulangi,7677.0
2016-07-01,Minangkabau,4094.0
2016-07-01,Sultan Iskandar Muda,
2016-07-01,Ahmad Yani,
2016-07-01,Supadio,
2016-07-01,Hasanuddin,1370.0
2016-07-01,Sultan Badaruddin II,
2016-07-01,Pintu Udara Lainnya,1121.0
2016-07-01,Total,1031502.0
2016-07-01,Bandara Int. Lombok,9653.0
2016-07-01,Jayapura,
2016-07-01,Tanjung Uban,20389.0
2016-07-01,Tanjung Pinang,6932.0
2016-07-01,Tanjung Balai Karimun,7599.0
2016-07-01,Tanjung Benoa,
2016-07-01,Tanjung Mas,
2016-07-01,Pintu Laut Lainnya,4253.0
2016-07-01,C. Pintu Darat,28095.0
2016-07-01,B. Pintu Laut,142820.0
2016-07-01,Atambua,
2016-07-01,Entikong,2360.0
2016-07-01,Nanga Badau,
2016-07-01,Pintu Darat Lainnya,25735.0
2016-07-01,Jumlah (A+B+C),956190.0
2016-07-01,Lainnya,75312.0
2016-07-01,Batam,103647.0
2016-07-01,Aruk,
2016-08-01,Pintu Udara Lainnya,1121.0
2016-08-01,A. Pintu Udara,793587.0
2016-08-01,Ngurah Rai,437929.0
2016-08-01,Soekarno-Hatta,270496.0
2016-08-01,Juanda,19029.0
2016-08-01,Husein Sastranegara,12500.0
2016-08-01,Adi Sucipto,11718.0
2016-08-01,Sultan Syarif Kasim II,2362.0
2016-08-01,Sam Ratulangi,7904.0
2016-08-01,Minangkabau,4224.0
2016-08-01,Sultan Iskandar Muda,
2016-08-01,Ahmad Yani,
2016-08-01,Supadio,
2016-08-01,Hasanuddin,1287.0
2016-08-01,Sultan Badaruddin II,
2016-08-01,Kualanamu,15890.0
2016-08-01,Bandara Int. Lombok,9127.0
2016-08-01,B. Pintu Laut,146917.0
2016-08-01,Jayapura,
2016-08-01,Total,1030354.0
2016-08-01,Tanjung Uban,29491.0
2016-08-01,Tanjung Pinang,6166.0
2016-08-01,Tanjung Balai Karimun,6674.0
2016-08-01,Tanjung Benoa,
2016-08-01,Pintu Laut Lainnya,4862.0
2016-08-01,C. Pintu Darat,26406.0
2016-08-01,Tanjung Mas,
2016-08-01,Atambua,
2016-08-01,Entikong,2319.0
2016-08-01,Nanga Badau,
2016-08-01,Pintu Darat Lainnya,24087.0
2016-08-01,Jumlah (A+B+C),966910.0
2016-08-01,Lainnya,63444.0
2016-08-01,Batam,99724.0
2016-08-01,Aruk,
2016-09-01,Adi Sucipto,10696.0
2016-09-01,Ngurah Rai,442304.0
2016-09-01,Soekarno-Hatta,229964.0
2016-09-01,Juanda,19907.0
2016-09-01,Kualanamu,19221.0
2016-09-01,Husein Sastranegara,14995.0
2016-09-01,Pintu Udara Lainnya,1121.0
2016-09-01,A. Pintu Udara,760591.0
2016-09-01,Minangkabau,3329.0
2016-09-01,Sultan Syarif Kasim II,2822.0
2016-09-01,Sultan Iskandar Muda,
2016-09-01,Ahmad Yani,
2016-09-01,Supadio,
